OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
569;864;5987403;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Sankt Peter am Ottersbach;8093;Sankt Peter am Ottersbach;Petersplatz;2;+43 59133 6184 100;+43;59133;6184;100;109;PI-ST-St-Peter-am-Ottersbach@polizei.gv.at;15,759084710000000;46,799362189999997
570;865;5991104;001;6;Steiermark;616;Voitsberg;Polizeiinspektion;Edelschrott;8583;Edelschrott;Packer Straße;46;+43 59133 6192 100;+43;59133;6192;100;109;PI-ST-Edelschrott@polizei.gv.at;15,051941879999999;47,023483280000001
571;866;5994841;001;6;Steiermark;616;Voitsberg;Polizeiinspektion;Köflach;8580;Köflach;Mühlgasse;1;+43 59133 6193 100;+43;59133;6193;100;109;PI-ST-Koeflach@polizei.gv.at;15,087862019999999;47,063884739999999
572;867;7397223;001;6;Steiermark;616;Voitsberg;Polizeiinspektion;Krottendorf-Gaisfeld;8564;Krottendorf-Gaisfeld;Krottendorf-Gaisfeld;161;+43 59133 6194 100;+43;59133;6194;100;109;PI-ST-Krottendorf-Gaisfeld@polizei.gv.at;15,215474690000001;47,009273620000002
573;868;5997416;001;6;Steiermark;616;Voitsberg;Autobahnpolizeiinspektion;Unterwald;8563;Ligist;Unterwald;151;+43 59133 6197 200;+43;59133;6197;200;209;API-ST-Unterwald@polizei.gv.at;15,151871670000000;46,990673540000003
574;871;7199959;001;6;Steiermark;616;Voitsberg;Bezirkspolizeikommando;Voitsberg;8570;Voitsberg;Dr.-Hubert-Kravcar-Platz;1;+43 59133 6190 305;+43;59133;6190;305;309;BPK-ST-Voitsberg@polizei.gv.at;15,149900000000001;47,047499999999999
575;873;6006425;001;6;Steiermark;617;Weiz;Polizeiinspektion;Anger;8184;Anger;Weizer Straße;19;+43 59133 6261 100;+43;59133;6261;100;109;PI-ST-Anger@polizei.gv.at;15,691262249999999;47,272693640000000
576;874;6007384;001;6;Steiermark;617;Weiz;Polizeiinspektion;Birkfeld;8190;Birkfeld;Hauptplatz;6;+43 59133 6262 100;+43;59133;6262;100;109;PI-ST-Birkfeld@polizei.gv.at;15,694416049999999;47,354671480000000
577;875;6011311;001;6;Steiermark;617;Weiz;Polizeiinspektion;Gleisdorf;8200;Gleisdorf;Weizer Straße;14;+43 59133 6264 100;+43;59133;6264;100;109;PI-ST-Gleisdorf@polizei.gv.at;15,708403649999999;47,107881480000003
578;876;6012063;001;6;Steiermark;617;Weiz;Polizeiinspektion;Markt Hartmannsdorf;8311;Markt Hartmannsdorf;Hauptstraße;33;+43 59133 6265 100;+43;59133;6265;100;109;PI-ST-Markt-Hartmannsdorf@polizei.gv.at;15,841926900000001;47,054150419999999
579;877;6019588;001;6;Steiermark;617;Weiz;Polizeiinspektion;Passail;8162;Passail;Markt;4;+43 59133 6266 100;+43;59133;6266;100;109;PI-ST-Passail@polizei.gv.at;15,515496260000001;47,281730650000000
580;878;7513249;000;6;Steiermark;617;Weiz;Polizeiinspektion;Pischelsdorf in Steiermark;8212;Pischelsdorf in Steiermark;Pischelsdorf in Steiermark;511;+43 59133 6267 100;+43;59133;6267;100;109;PI-ST-Pischelsdorf@polizei.gv.at;15,805700000000000;47,171999999999997
581;880;7020676;001;6;Steiermark;617;Weiz;Polizeiinspektion;Sankt Margarethen an der Raab;8321;Sankt Margarethen an der Raab;Sankt Margarethen an der Raab;39;+43 59133 6272 100;+43;59133;6272;100;109;PI-ST-St-Margarethen-an-der-Raab@polizei.gv.at;15,745894450000000;47,044600650000000
582;881;6024158;001;6;Steiermark;617;Weiz;Polizeiinspektion;Sankt Ruprecht an der Raab;8181;Sankt Ruprecht an der Raab;Untere Hauptstraße;20;+43 59133 6273 100;+43;59133;6273;100;109;PI-ST-St-Ruprecht-an-der-Raab@polizei.gv.at;15,663288120000001;47,152183540000003
583;882;7135032;001;6;Steiermark;617;Weiz;Bezirkspolizeikommando;Weiz;8160;Weiz;Straußgasse;5;+43 59133 6260 305;+43;59133;6260;305;309;BPK-ST-Weiz@polizei.gv.at;15,632331850000000;47,215850830000001
584;884;7479730;001;6;Steiermark;601;Graz (Stadt);Stadtpolizeikommando;Graz;8010;Graz;Sauraugasse;1;+43 59133 65 1010;+43;59133;65;1010;;SPK-ST-Graz@polizei.gv.at;15,442100520000000;47,075119020000002
585;885;7102345;002;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Andritz;8045;Graz;Andritzer Reichsstraße;38;+43 59133 6581 100;+43;59133;6581;100;109;PI-ST-Graz-Andritz@polizei.gv.at;15,422960140000001;47,103318950000002
586;886;7439768;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Eggenberg;8020;Graz;Alte Poststraße;161a;+43 59133 6582 100;+43;59133;6582;100;109;PI-ST-Graz-Eggenberg@polizei.gv.at;15,412912040000000;47,066645420000000
587;887;7412353;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Jakomini;8010;Graz;Conrad von Hötzendorfstraße;94;+43 59133 6583 100;+43;59133;6583;100;109;PI-ST-Graz-Jakomini@polizei.gv.at;15,447500000000000;47,055199999999999
588;888;5729181;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion (FGP-SB);Graz-Hauptbahnhof (FGP-SB);8020;Graz;Europaplatz;7;+43 59133 6584 100;+43;59133;6584;100;109;PI-ST-Graz-Hauptbahnhof@polizei.gv.at;15,416779180000001;47,073310780000000
589;889;5737474;002;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Karlauerstraße;8020;Graz;Karlauerstraße;14;+43 59133 6585 100;+43;59133;6585;100;109;PI-ST-Graz-Karlauerstrasse@polizei.gv.at;15,430503959999999;47,062723980000001
590;890;5736625;002;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Kärntnerstraße;8053;Graz;Kärntner Straße;207c;+43 59133 6586 100;+43;59133;6586;100;109;PI-ST-Graz-Kaerntnerstrasse@polizei.gv.at;15,413899430000001;47,040794380000001
591;891;5755275;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Lend;8020;Graz;Volksgartenstraße;3;+43 59133 6587 100;+43;59133;6587;100;109;PI-ST-Graz-Lendplatz@polizei.gv.at;15,428500000000000;47,071800000000003
592;892;5740145;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Liebenau;8041;Graz;Liebenauer Hauptstraße;73;+43 59133 6588 100;+43;59133;6588;100;109;PI-ST-Graz-Liebenau@polizei.gv.at;15,459205890000000;47,040700149999999
593;893;5744624;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Sonderdienste;8010;Graz;Paulustorgasse;15;+43 59133 6589 100;+43;59133;6589;100;109;PI-ST-Graz-Paulustorgasse@polizei.gv.at;15,439800000000000;47,075699999999998
594;894;7217326;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Riesplatz;8010;Graz;Stiftingtalstraße;3-7;+43 59133 6592 100;+43;59133;6592;100;109;PI-ST-Graz-Riesplatz@polizei.gv.at;15,466450979999999;47,079217049999997
595;1429;6980347;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion (FGP-SB);Steinach-Wipptal (FGP-SB);6150;Steinach am Brenner;Harland;15;+43 59133 7125 100;+43;59133;7125;100;;PI-T-Steinach-Brenner@polizei.gv.at;11,473099710000000;47,083862310000001
596;895;5745961;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Plüddemanngasse;8010;Graz;Plüddemanngasse;37;+43 59133 6591 100;+43;59133;6591;100;109;PI-ST-Graz-Plueddemanngasse@polizei.gv.at;15,463456870000000;47,066092439999998
597;896;5750153;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Schmiedgasse;8010;Graz;Schmiedgasse;26;+43 59133 6593 100;+43;59133;6593;100;109;PI-ST-Graz-Schmiedgasse@polizei.gv.at;15,439399999999999;47,068500000000000
598;897;5756950;001;6;Steiermark;601;Graz (Stadt);Polizeiinspektion;Graz-Wienerstraße;8051;Graz;Wiener Straße;202;+43 59133 6594 100;+43;59133;6594;100;109;PI-ST-Graz-Wienerstrasse@polizei.gv.at;15,409948350000001;47,089736940000002
599;899;5737474;002;6;Steiermark;601;Graz (Stadt);Verkehrsinspektion;Graz-VI I (Verkehrsunfall);8020;Graz;Karlauerstraße;14;+43 316 701 0;+43;316;701;0;;VI-ST-Graz-1@polizei.gv.at;15,430503959999999;47,062723980000001
600;900;5737474;002;6;Steiermark;601;Graz (Stadt);Verkehrsinspektion;Graz-VI II (Überörtlicher Verkehrsdienst);8020;Graz;Karlauerstraße;14;+43 316 701 0;+43;316;701;0;;VI-ST-Graz-2@polizei.gv.at;15,430503959999999;47,062723980000001
601;901;5737474;002;6;Steiermark;601;Graz (Stadt);Verkehrsinspektion;Graz-VI III (Motorisierter Streifendienst);8020;Graz;Karlauerstraße;14;+43 316 701 0;+43;316;701;0;;VI-ST-Graz-3@polizei.gv.at;15,430503959999999;47,062723980000001
602;902;5925655;001;6;Steiermark;611;Leoben;Stadtpolizeikommando/Bezirkspolizeikommando;Leoben;8700;Leoben;Josef-Heißl-Straße;14;+43 59133 6390;+43;59133;6390;;;SPK-ST-Leoben@polizei.gv.at;15,091177950000001;47,372146610000001
603;903;5924976;001;6;Steiermark;611;Leoben;Polizeiinspektion;Leoben-Erzherzog Johann-Straße;8700;Leoben;Erzherzog Johann-Straße;8;+43 59133 6392 100;+43;59133;6392;100;109;PI-ST-Leoben-Erzherzog-Johann-Strasse@polizei.gv.at;15,091558790000001;47,381392249999998
604;906;5925655;001;6;Steiermark;611;Leoben;Verkehrsinspektion;Leoben;8700;Leoben;Josef-Heißl-Straße;14;+43 59133 6390 0;+43;59133;6390;0;;VI-ST-Leoben@polizei.gv.at;15,091177950000001;47,372146610000001
605;988;5015285;001;7;Tirol;702;Imst;Bezirkspolizeikommando;Imst;6460;Imst;Rathausstraße;14;+43 59133 7100 305;+43;59133;7100;305;309;BPK-T-Imst@polizei.gv.at;10,738146779999999;47,239902499999999
606;990;5015177;001;7;Tirol;702;Imst;Autobahnpolizeiinspektion;Imst;6460;Imst;Industriezone;28;+43 59133 7101 100;+43;59133;7101;100;109;API-T-Imst@polizei.gv.at;10,736974719999999;47,218566899999999
607;992;5018638;001;7;Tirol;702;Imst;Polizeiinspektion;Nassereith;6465;Nassereith;Karl-Mayr-Straße;119;+43 59133 7103 100;+43;59133;7103;100;109;PI-T-Nassereith@polizei.gv.at;10,839474680000000;47,314010619999998
608;994;5019669;001;7;Tirol;702;Imst;Polizeiinspektion;Ötz;6433;Ötz;Hauptstraße;3;+43 59133 7106 100;+43;59133;7106;100;109;PI-T-Oetz@polizei.gv.at;10,884765630000000;47,206031799999998
609;995;5022456;001;7;Tirol;702;Imst;Polizeiinspektion;Silz;6424;Silz;Tiroler Straße;78;+43 59133 7107 100;+43;59133;7107;100;109;PI-T-Silz@polizei.gv.at;10,928334240000000;47,266075139999998
610;996;7242254;001;7;Tirol;702;Imst;Polizeiinspektion;Sölden;6450;Sölden;Dorfstraße;151;+43 59133 7108 100;+43;59133;7108;100;109;PI-T-Soelden@polizei.gv.at;11,011933330000000;46,955131530000003
611;997;6996676;002;7;Tirol;702;Imst;Polizeiinspektion;Wenns;6473;Wenns;Unterdorf;18;+43 59133 7109 100;+43;59133;7109;100;109;PI-T-Wenns@polizei.gv.at;10,731304170000000;47,170818330000003
612;999;5009881;001;7;Tirol;701;Innsbruck (Stadt);Polizeiinspektion (FGP-SB);Innsbruck-Bahnhof (FGP-SB);6020;Innsbruck;Südtiroler Platz;3;+43 59133 7594 100;+43;59133;7594;100;109;PI-T-Innsbruck-Bahnhof@polizei.gv.at;11,400839570000000;47,264678080000003
613;1001;5004830;001;7;Tirol;701;Innsbruck (Stadt);Landespolizeidirektion;Tirol;6010;Innsbruck;Innrain;34;+43 59133 70;+43;59133;70;;;LPD-T@polizei.gv.at;11,387342459999999;47,265178679999998
614;1012;5029000;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Axams;6094;Axams;Sylvester-Jordan-Straße;12;+43 59133 7111 100;+43;59133;7111;100;109;PI-T-Axams@polizei.gv.at;11,280318260000000;47,232555390000002
615;1013;5031318;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Fulpmes;6166;Fulpmes;Riehlstraße;3;+43 59133 7112 100;+43;59133;7112;100;109;PI-T-Fulpmes@polizei.gv.at;11,348784450000000;47,152969360000000
616;1017;5050027;001;7;Tirol;703;Innsbruck (Land);Bezirkspolizeikommando;Innsbruck-Land;6060;Hall in Tirol;Unterer Stadtplatz;20;+43 59133 7110 305;+43;59133;7110;305;309;BPK-T-Innsbruck@polizei.gv.at;11,504597670000001;47,280368809999999
617;1021;7531099;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Kematen in Tirol;6175;Kematen in Tirol;Sellrainer Straße;3;+43 59133 7115 100;+43;59133;7115;100;109;PI-T-Kematen@polizei.gv.at;11,265800000000000;47,252699999999997
618;1022;5036006;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Lans;6072;Lans;Aldranser Straße;214;+43 59133 7116 100;+43;59133;7116;100;109;PI-T-Lans@polizei.gv.at;11,435010910000001;47,240818030000000
619;1024;5038884;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Mutters;6162;Mutters;Kirchplatz;10;+43 59133 7118 100;+43;59133;7118;100;109;PI-T-Mutters@polizei.gv.at;11,377202040000000;47,227302549999997
620;1025;5040212;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Neustift im Stubaital;6167;Neustift im Stubaital;Bachertalweg;2;+43 59133 7119 100;+43;59133;7119;100;109;PI-T-Neustift-Stubaital@polizei.gv.at;11,303745270000000;47,109111790000000
621;1026;5045226;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Rum;6063;Rum;Innstraße;46;+43 59133 7121 100;+43;59133;7121;100;109;PI-T-Rum@polizei.gv.at;11,448369280000000;47,274065999999998
622;1027;5046753;001;7;Tirol;703;Innsbruck (Land);Autobahnpolizeiinspektion;Schönberg im Stubaital;6141;Schönberg im Stubaital;Brennerautobahn;4;+43 59133 7123 200;+43;59133;7123;200;209;API-T-Schoenberg-Stubaital@polizei.gv.at;11,405121810000001;47,184539800000003
623;1028;7217350;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Seefeld in Tirol;6100;Seefeld in Tirol;Münchner Straße;828;+43 59133 7124 100;+43;59133;7124;100;109;PI-T-Seefeld-Tirol@polizei.gv.at;11,195113180000000;47,336334229999999
624;1030;7228320;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Telfs;6410;Telfs;Dr.-Klaus-Ebner-Weg;1;+43 59133 7126 100;+43;59133;7126;100;109;PI-T-Telfs@polizei.gv.at;11,069258420000001;47,302585620000002
625;1031;7306552;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Wattens;6112;Wattens;Bahnhofstraße;25;+43 59133 7128 100;+43;59133;7128;100;109;PI-T-Wattens@polizei.gv.at;11,588890080000001;47,293739320000000
626;1032;5059621;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Zirl;6170;Zirl;Kalvarienbergstraße;3a;+43 59133 7132 100;+43;59133;7132;100;109;PI-T-Zirl@polizei.gv.at;11,246221540000001;47,273010260000000
627;1033;5068895;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Erpfendorf;6383;Erpfendorf;Salzburger Straße;42;+43 59133 7201 100;+43;59133;7201;100;109;PI-T-Erpfendorf@polizei.gv.at;12,479557040000000;47,577461249999999
628;1034;5061789;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Fieberbrunn;6391;Fieberbrunn;Dorfstraße;12;+43 59133 7202 100;+43;59133;7202;100;109;PI-T-Fieberbrunn@polizei.gv.at;12,542809490000000;47,477195739999999
629;1035;5064150;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Hopfgarten im Brixental;6361;Hopfgarten im Brixental;Marktgasse;8;+43 59133 7203 100;+43;59133;7203;100;109;PI-T-Hopfgarten@polizei.gv.at;12,157967570000000;47,449768069999998
630;1037;5067098;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Kirchberg in Tirol;6365;Kirchberg in Tirol;Hauptstraße;8;+43 59133 7205 100;+43;59133;7205;100;109;PI-T-Kirchberg@polizei.gv.at;12,315409660000000;47,448139189999999
631;1038;7325913;001;7;Tirol;704;Kitzbühel;Bezirkspolizeikommando;Kitzbühel;6370;Kitzbühel;Im Gries;9a;+43 59133 7200 305;+43;59133;7200;305;309;BPK-T-Kitzbuehel@polizei.gv.at;12,393704420000001;47,447872169999997
632;1040;5072529;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Kössen;6345;Kössen;Klobensteinerstraße;43;+43 59133 7207 100;+43;59133;7207;100;109;PI-T-Koessen@polizei.gv.at;12,400317200000000;47,674896240000002
633;1041;5075623;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Sankt Johann in Tirol;6380;Sankt Johann in Tirol;Salzburger Straße;16;+43 59133 7208 100;+43;59133;7208;100;109;PI-T-St-Johann-Tirol@polizei.gv.at;12,423701290000000;47,524978640000000
634;1042;7042466;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Westendorf;6363;Westendorf;Bichlinger Straße;46;+43 59133 7209 100;+43;59133;7209;100;109;PI-T-Westendorf@polizei.gv.at;12,220623970000000;47,434028630000000
635;1044;5086936;001;7;Tirol;705;Kufstein;Polizeiinspektion;Kramsach;6233;Kramsach;Länd;2;+43 59133 7213 100;+43;59133;7213;100;109;PI-T-Kramsach@polizei.gv.at;11,880256660000001;47,443820959999996
636;1045;5088030;001;7;Tirol;705;Kufstein;Bezirkspolizeikommando;Kufstein;6330;Kufstein;Inngasse;4;+43 59133 7210 305;+43;59133;7210;305;309;BPK-T-Kufstein@polizei.gv.at;12,170537950000000;47,584403999999999
637;1047;5089802;001;7;Tirol;705;Kufstein;Polizeiinspektion;Kundl;6250;Kundl;Dr.-Franz-Stumpfstraße;3;+43 59133 7215 100;+43;59133;7215;100;109;PI-T-Kundl@polizei.gv.at;11,985219969999999;47,468810200000000
638;1048;7350682;001;7;Tirol;705;Kufstein;Polizeiinspektion;Niederndorf;6342;Niederndorf;Jennbachweg;13;+43 59133 7216 100;+43;59133;7216;100;109;PI-T-Niederndorf@polizei.gv.at;12,213507650000000;47,646774299999997
639;1050;5095829;001;7;Tirol;705;Kufstein;Polizeiinspektion;Söll;6306;Söll;Gänsleit;11;+43 59133 7218 100;+43;59133;7218;100;109;PI-T-Soell@polizei.gv.at;12,197174080000000;47,504135140000002
640;1051;5100864;001;7;Tirol;705;Kufstein;Polizeiinspektion;Wörgl;6300;Wörgl;Salzburger Straße;27;+43 59133 7221 100;+43;59133;7221;100;109;PI-T-Woergl@polizei.gv.at;12,068854210000000;47,487697210000000
641;1052;5103549;001;7;Tirol;706;Landeck;Polizeiinspektion;Ischgl;6561;Ischgl;Zollhof;8;+43 59133 7142 100;+43;59133;7142;100;109;PI-T-Ischgl@polizei.gv.at;10,292731290000001;47,011573800000001
642;1053;5103970;001;7;Tirol;706;Landeck;Polizeiinspektion;Kappl;6555;Kappl;Höferau;445;+43 59133 7143 100;+43;59133;7143;100;109;PI-T-Kappl@polizei.gv.at;10,368543630000000;47,059242249999997
643;1054;5105529;001;7;Tirol;706;Landeck;Bezirkspolizeikommando;Landeck;6500;Landeck;Innstraße;15;+43 59133 7140 305;+43;59133;7140;305;309;BPK-T-Landeck@polizei.gv.at;10,564484600000000;47,138908389999997
644;1056;5106677;001;7;Tirol;706;Landeck;Polizeiinspektion;Nauders;6543;Nauders;Postplatz;66;+43 59133 7144 100;+43;59133;7144;100;109;PI-T-Nauders@polizei.gv.at;10,501492440000000;46,891391980000002
645;1057;7085453;001;7;Tirol;706;Landeck;Polizeiinspektion;Pfunds;6542;Pfunds;Stuben;37;+43 59133 7146 100;+43;59133;7146;100;109;PI-T-Pfunds@polizei.gv.at;10,536394120000001;46,968521119999998
646;1059;5108823;001;7;Tirol;706;Landeck;Polizeiinspektion;Ried im Oberinntal;6531;Ried im Oberinntal;Hauptstraße;162;+43 59133 7147 100;+43;59133;7147;100;109;PI-T-Ried-Oberinntal@polizei.gv.at;10,651694300000001;47,052299499999997
647;1060;5108949;001;7;Tirol;706;Landeck;Polizeiinspektion;Sankt Anton am Arlberg;6580;Sankt Anton am Arlberg;Kirchgasse;2;+43 59133 7148 100;+43;59133;7148;100;109;PI-T-St-Anton-Arlberg@polizei.gv.at;10,269592290000000;47,130985260000003
648;1064;7397514;001;7;Tirol;707;Lienz;Bezirkspolizeikommando;Lienz;9900;Lienz;Hauptplatz;5a;+43 59133 7230 305;+43;59133;7230;305;309;BPK-T-Lienz@polizei.gv.at;12,769198579999999;46,828797270000003
649;1066;5118580;001;7;Tirol;707;Lienz;Polizeiinspektion;Matrei in Osttirol;9971;Matrei in Osttirol;Gerichtsplatz;2;+43 59133 7234 100;+43;59133;7234;100;109;PI-T-Matrei-Osttirol@polizei.gv.at;12,539025310000000;47,001937869999999
650;1068;5122704;001;7;Tirol;707;Lienz;Polizeiinspektion;Sillian;9920;Sillian;Sillian;203b;+43 59133 7238 100;+43;59133;7238;100;109;PI-T-Sillian@polizei.gv.at;12,426762580000000;46,749652869999998
651;1070;5125260;001;7;Tirol;708;Reutte;Polizeiinspektion;Bichlbach;6621;Bichlbach;Kirchhof;34;+43 59133 7151 100;+43;59133;7151;100;109;PI-T-Bichlbach@polizei.gv.at;10,791584020000000;47,420047760000003
652;1071;5126988;001;7;Tirol;708;Reutte;Polizeiinspektion;Elbigenalp;6652;Elbigenalp;Elbigenalp;55a;+43 59133 7152 100;+43;59133;7152;100;109;PI-T-Elbigenalp@polizei.gv.at;10,436697010000000;47,290683749999999
653;1072;5127523;001;7;Tirol;708;Reutte;Polizeiinspektion;Grän;6673;Grän;Dorfstraße;1;+43 59133 7153 100;+43;59133;7153;100;109;PI-T-Graen@polizei.gv.at;10,553941730000000;47,498580939999997
654;1073;5129448;001;7;Tirol;708;Reutte;Polizeiinspektion;Lermoos;6631;Lermoos;Unterdorf;15;+43 59133 7154 100;+43;59133;7154;100;109;PI-T-Lermoos@polizei.gv.at;10,881838800000001;47,401359560000003
655;1074;7085576;001;7;Tirol;708;Reutte;Bezirkspolizeikommando;Reutte;6600;Reutte;Obermarkt;2;+43 59133 7150 305;+43;59133;7150;305;309;BPK-T-Reutte@polizei.gv.at;10,718344690000000;47,488868719999999
656;1077;5134134;001;7;Tirol;709;Schwaz;Polizeiinspektion;Achenkirch-Seedienst;6215;Achenkirch;Achenkirch;407;+43 59133 7252 100;+43;59133;7252;100;109;PI-T-Jenbach@polizei.gv.at;11,706500000000000;47,530700000000003
657;1078;5140556;001;7;Tirol;709;Schwaz;Polizeiinspektion;Jenbach-Seedienst;6200;Jenbach;Tratzbergstraße;11;+43 59133 7252 100;+43;59133;7252;100;109;PI-T-Jenbach@polizei.gv.at;11,771056180000000;47,392002110000000
658;1079;5141267;001;7;Tirol;709;Schwaz;Polizeiinspektion;Mayrhofen;6290;Mayrhofen;Hauptstraße;450;+43 59133 7254 100;+43;59133;7254;100;109;PI-T-Mayrhofen@polizei.gv.at;11,862005710000000;47,165366380000002
659;1080;7423190;001;7;Tirol;709;Schwaz;Polizeiinspektion;Ried im Zillertal;6273;Ried im Zillertal;Großriedstraße;2;+43 59133 7253 100;+43;59133;7253;100;109;PI-T-Ried-Zillertal@polizei.gv.at;11,868898959999999;47,301299579999998
660;1081;5144551;001;7;Tirol;709;Schwaz;Bezirkspolizeikommando;Schwaz;6130;Schwaz;Münchner Straße;26;+43 59133 7250 305;+43;59133;7250;305;309;BPK-T-Schwaz@polizei.gv.at;11,706056300000000;47,350628759999999
661;1083;5146385;001;7;Tirol;709;Schwaz;Polizeiinspektion;Strass im Zillertal;6261;Strass im Zillertal;Oberdorf;7;+43 59133 7255 100;+43;59133;7255;100;109;PI-T-Strass-Zillertal@polizei.gv.at;11,819008830000000;47,395526889999999
662;1084;7268708;002;7;Tirol;709;Schwaz;Autobahnpolizeiinspektion;Wiesing;6200;Wiesing;Dorf;23F;+43 59133 7256 200;+43;59133;7256;200;209;API-T-Wiesing@polizei.gv.at;11,802593229999999;47,401672370000000
663;360;7337743;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Laakirchen;4663;Laakirchen;Kreuzbergstraße;5a;+43 59133 4107 100;+43;59133;4107;100;109;PI-O-Laakirchen@polizei.gv.at;13,819783680000000;47,981577399999999
664;361;7186466;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Scharnstein;4644;Scharnstein;Neu-Scharnstein;7b;+43 59133 4108 100;+43;59133;4108;100;109;PI-O-Scharnstein@polizei.gv.at;13,958620700000001;47,905679190000001
